UID_MEDIAFILM,TITRE_ORIGINAL,TITRE_FRANÇAIS,PAYS_1,PAYS_2,PAYS_3,PAYS_4,PAYS_5,PAYS_6,ANNÉE_PRODUCTION,COTE_MEDIAFILM,GENRE,DATE_HEURE_DIFFUSION,RÉALISATION
46633,Ghosts of Girlfriends Past,Hanté par ses ex,US,,,,,,2009,4,Comédie sentimentale,2012-06-01T19:00:00,Mark Waters 
44877,Lassie,Lassie,GB,,,,,,2005,4,Aventures,2012-06-02T15:00:00,Charles Sturridge 
1049,"Boys II, Les","Boys II, Les",CA,QC,,,,,1998,6,Comédie,2012-06-02T20:00:00,Louis Saïa 
594,L.A. Confidential,Los Angeles interdite,US,,,,,,1997,3,Drame policier,2012-06-03T01:23:00,Curtis Hanson 
36850,Dumb Witness,Témoin muet,GB,,,,,,1996,0,Drame policier,2012-06-03T15:00:00,Edward Bennett 
50572,Mrs Mandela,"Winnie, l'autre Mandela",GB,,,,,,2010,4,Drame biographique,2012-06-03T23:45:00,Michael Samuels 
47552,Fish Tank,Fish Tank,GB,,,,,,2009,3,Drame,2012-06-04T01:23:00,Andrea Arnold 
18271,Three Men and a Baby,Trois Hommes et un bébé,US,,,,,,1987,4,Comédie,2012-06-04T13:30:00,Leonard Nimoy 
16523,Three Men and a Little Lady,Trois Hommes et une jeune demoiselle,US,,,,,,1990,5,Comédie,2012-06-05T13:30:00,Emile Ardolino 
45326,Si j'étais toi,Si j'étais toi,FR,,,,,,2007,4,Comédie fantaisiste,2012-06-06T13:30:00,Vincent Pérez 
41787,Marple: By the Pricking of My Thumbs,Miss Marple - Mon petit doigt m'a dit,GB,,,,,,2006,0,Drame policier,2012-06-07T13:30:00,Peter Medak 
57381,Not In My Back Yard,"Bataille des urnes, La",GB,,,,,,2010,0,Drame policier,2012-06-08T13:30:00,Peter Smith 
49691,Clash of the Titans,"Choc des titans, Le",US,,,,,,2010,5,Drame fantastique,2012-06-08T19:00:00,Louis Leterrier 
47593,G-Force,Opération G-Force,US,,,,,,2009,4,Comédie fantaisiste,2012-06-09T15:00:00,Hoyt Yeatman 
38161,"Grande Séduction, La","Grande Séduction, La",CA,QC,,,,,2003,3,Comédie dramatique,2012-06-09T20:00:00,Jean-François Pouliot 
694,Good Will Hunting,"Destin de Will Hunting, Le",US,,,,,,1997,4,Drame psychologique,2012-06-10T00:47:00,Gus Van Sant 
12262,Lies My Father Told Me,"Mensonges que mon père me contait, Les",CA,QC,,,,,1975,3,Étude de moeurs,2012-06-10T03:23:00,Jan Kadar 
41482,Poirot: Cards on the Table,Poirot - Cartes sur table,GB,,,,,,2005,0,Drame policier,2012-06-10T15:00:00,Sarah Harding 
44023,"Se, Jie","Désir, danger",HK,,,,,,2007,3,Thriller,2012-06-10T23:45:00,Ang Lee 
45400,Elegy,Élégie: L'Ultime Passion,US,,,,,,2008,4,Drame sentimental,2012-06-11T02:25:00,Isabel Coixet 
49739,"Shine of Rainbows, A",Thomas et l'arc-en-ciel,CA,IE,,,,,2009,5,Drame,2012-06-11T13:30:00,Vic Sarin 
1628,Best in Show,"Clou du spectacle, Le ",US,,,,,,2000,3,Comédie satirique,2012-06-12T13:30:00,Christopher Guest 
40373,Bride and Prejudice ,Coup de foudre à Bollywood,GB,,,,,,2004,4,Comédie musicale,2012-06-13T13:30:00,Gurinder Chadha 
42950,Marple: The Sittaford Mystery,Miss Marple - Le mystère de Sittaford,GB,,,,,,2006,0,Drame policier,2012-06-14T13:30:00,Paul Unwin 
57534,Fit for Murder,Régime fatal,GB,,,,,,2011,0,Drame policier,2012-06-15T13:30:00,Renny Rye 
49255,Remember Me,"Rage de vivre, La",US,,,,,,2010,5,Drame sentimental,2012-06-15T19:00:00,Allen Coulter 
47358,Bandslam,Bandslam,US,,,,,,2009,4,Comédie dramatique,2012-06-16T15:00:00,Todd Graff 
45331,"Été sans point ni coup sûr, Un","Été sans point ni coup sûr, Un",CA,QC,,,,,2008,4,Chronique,2012-06-16T20:00:00,Francis Leclerc 
48113,Louise-Michel,Louise-Michel,FR,,,,,,2008,3,Comédie,2012-06-17T00:46:00,"Benoît Delépine, Gustave Kervern "
43434,Bury My Heart at Wounded Knee,Enterre mon coeur à Wounded Knee,US,,,,,,2007,4,Chronique historique,2012-06-17T02:41:00,Yves Simoneau 
41483,Poirot: Taken at the Flood,Poirot - Le Flux et le reflux,GB,,,,,,2005,0,Drame policier,2012-06-17T15:00:00,Andy Wilson 
45680,"Premier Jour du reste de ta vie, Le","Premier Jour du reste de ta vie, Le",FR,,,,,,2008,4,Comédie dramatique,2012-06-17T23:45:00,Rémi Bezançon 
43399,"Hoax, The","Fraude, La",US,,,,,,2006,4,Comédie dramatique,2012-06-18T01:40:00,Lasse Hallstrom 
44750,Ma vie en l'air,Ma vie en l'air,FR,,,,,,2005,5,Comédie sentimentale,2012-06-18T13:30:00,Rémi Bezançon 
27985,"Hard Day's Night, A",Quatre Garçons dans le vent,GB,,,,,,1964,4,Comédie musicale,2012-06-19T13:30:00,Richard Lester 
40467,"Boys & Girl From County Clare, The",Au Rythme du comté de Clare,IE,GB,DE,,,,2003,5,Comédie dramatique,2012-06-20T13:30:00,John Irvin 
44769,Marple: Nemesis,Miss Marple: Nemesis,GB,,,,,,2007,0,Comédie policière,2012-06-21T13:30:00,Nicolas Winding Refn 
60433,Death in the Slow Lane,Hors-circuit,GB,,,,,,2011,0,Drame policier,2012-06-22T13:30:00,Richard Holthouse 
42417,OSS 117: Le Caire - nid d'espions,OSS 117: Le Caire - nid d'espions,FR,,,,,,2006,4,Comédie d'espionnage,2012-06-22T19:00:00,Michel Hazanavicius 
44349,Tous à l'Ouest - Une Aventure de Lucky Luke,Tous à l'Ouest - Une Aventure de Lucky Luke,FR,,,,,,2007,4,Film d'animation,2012-06-23T15:00:00,Olivier Jean-Marie 
1000,"C't'à ton tour, Laura Cadieux","C't'à ton tour, Laura Cadieux",CA,QC,,,,,1998,5,Comédie de moeurs,2012-06-23T20:00:00,Denise Filiatrault 
46089,Je me souviens,Je me souviens,CA,QC,,,,,2009,4,Comédie dramatique,2012-06-24T00:44:00,André Forcier 
19375,Subway,Subway,FR,,,,,,1985,4,Drame policier,2012-06-24T02:42:00,Luc Besson 
21383,Danton,Danton,FR,PL,,,,,1982,2,Drame historique,2012-06-24T23:59:00,Andrzej Wajda 
42342,"Secret de ma mère, Le","Secret de ma mère, Le",CA,QC,,,,,2006,4,Comédie dramatique,2012-06-25T02:12:00,Ghyslaine Côté 
51017,"Loi selon Bartoli 1, La","Loi selon Bartoli 1, La",FR,BE,,,,,2010,4,Drame judiciaire,2012-06-25T13:30:00,Laurence Katrian 
40996,Sky High,Sky High - L'École des superhéros,US,,,,,,2005,4,Comédie fantaisiste,2012-06-26T13:30:00,Mike Mitchell 
5800,War of the Buttons,"Guerre des boutons, La",GB,FR,,,,,1994,4,Comédie,2012-06-27T13:30:00,John Roberts 
43045,Marple: Towards Zero,Miss Marple: l'heure zéro,GB,,,,,,2006,0,Drame policier,2012-06-28T13:30:00,David Grindley 
60544,Dark Secrets,Drame familial,GB,,,,,,2011,0,Drame policier,2012-06-29T13:30:00,Simon Langton 
42727,"Queen, The",Sa majesté la reine,GB,,,,,,2006,3,Drame historique,2012-06-29T19:00:00,Stephen Frears 
42475,Step Up,Vivre pour danser,US,,,,,,2006,5,Drame musical,2012-06-30T15:00:00,Anne Fletcher 
48910,"Trotsky, The","Trotski, Le",CA,QC,,,,,2009,4,Comédie,2012-06-30T20:00:00,Jacob Tierney 
42837,Fur - An Imaginary Portrait of Diane Arbus,Fur - Portrait imaginaire de Diane Arbus,US,,,,,,2006,4,Drame sentimental,2012-07-01T00:54:00,Steven Shainberg 
400,"Jaguar, Le","Jaguar, Le",FR,,,,,,1996,5,Comédie,2012-07-01T03:25:00,Francis Veber 
47549,Poirot: Third Girl,Poirot: La Troisième Fille,GB,,,,,,2008,0,Drame policier,2012-07-01T15:00:00,Dan Reed 
41654,Transamerica,Transamerica,US,,,,,,2005,4,Comédie dramatique,2012-07-01T23:45:00,Duncan Tucker 
44932,Angel,Angel,FR,GB,BE,,,,2006,3,Mélodrame,2012-07-02T01:31:00,François Ozon 
39451,Premier juillet - Le Film,Premier juillet - Le Film,CA,QC,,,,,2004,5,Comédie de moeurs,2012-07-02T13:30:00,Philippe Gagnon 
38556,Brother Bear,Mon frère l'ours,US,,,,,,2003,4,Dessins animés,2012-07-03T13:30:00,"Aaron Blaise, Robert Walker "
50748,Einstein and Eddington,Einstein & Eddington,GB,US,,,,,2008,4,Chronique historique,2012-07-04T13:30:00,Philip Martin 
43302,Marple: At Bertram's Hotel,Miss Marple: À l'hôtel Bertram,GB,,,,,,2007,0,Drame policier,2012-07-05T13:30:00,Dan Zeff 
60564,Echos of the Dead,Échos du passé,GB,,,,,,2011,0,Drame policier,2012-07-06T13:30:00,Nicholas Laughland 
44512,Step Up 2 the Streets,Dansez dans les rues,US,,,,,,2008,5,Drame musical,2012-07-07T15:00:00,Jon M. Chu 
9059,"Patriotes, Les","Patriotes, Les",FR,,,,,,1994,4,Drame d'espionnage,2012-07-08T00:43:00,Éric Rochant 
47668,Poirot: Appointment with Death,Poirot - Rendez-vous avec la mort,GB,,,,,,2008,0,Drame policier,2012-07-08T15:00:00,Ashley Pearce 
9949,Ed Wood,Ed Wood,US,,,,,,1994,3,Drame biographique,2012-07-08T23:45:00,Tim Burton 
41959,Tristram Shandy - A Cock & Bull Story,Tristram Shandy: Une histoire sans queue ni tête,GB,,,,,,2005,3,Comédie,2012-07-09T01:54:00,Michael Winterbottom 
37942,"Mighty Wind, A","Grandes Retrouvailles, Les",US,,,,,,2003,3,Comédie satirique,2012-07-09T13:30:00,Christopher Guest 
3571,Relative Values,"Vraies Valeurs, Les",GB,,,,,,2000,5,Comédie,2012-07-10T13:30:00,Eric Styles 
1031,"Waterboy, The","Porteur d'eau, Le",US,,,,,,1998,5,Comédie,2012-07-11T14:30:00,Frank Coraci 
43547,Marple: Ordeal by Innocence,Miss Marple: Témoin indésirable,GB,,,,,,2007,0,Drame policier,2012-07-12T14:30:00,Moira Armstrong 
60659,"Oblong Murders, The",Crimes imparfaits,GB,,,,,,2011,0,Drame policier,2012-07-13T14:30:00,Renny Rye 
45351,Tropic Thunder,Tonnerre sous les tropiques,US,,,,,,2008,5,Comédie satirique,2012-07-13T19:00:00,Ben Stiller 
43929,"Grand Meaulnes, Le","Grand Meaulnes, Le",FR,,,,,,2006,5,Drame sentimental,2012-07-14T15:00:00,Jean-Daniel Verhaeghe 
50158,Y'en aura pas de facile,Y'en aura pas de facile,CA,QC,,,,,2010,5,Comédie,2012-07-14T20:00:00,Marc-André Lavoie 
39039,"Good Bye, Lenin!",Au revoir Lénine!,DE,,,,,,2003,3,Comédie dramatique,2012-07-15T00:49:00,Wolfgang Becker 
45229,Il était une fois dans l'oued,Il était une fois dans l'oued,FR,,,,,,2005,5,Comédie,2012-07-15T03:19:00,Djamel Bensalah 
47199,Poirot: Mrs. McGinty's Dead,Poirot - Mrs McGinty est morte,GB,,,,,,2008,0,Drame policier,2012-07-15T15:00:00,Ashley Pearce 
506,Lucie Aubrac,Lucie Aubrac,FR,,,,,,1997,4,Drame historique,2012-07-15T23:45:00,Claude Berri 
14961,Van Gogh,Van Gogh,FR,,,,,,1991,3,Drame biographique,2012-07-16T01:38:00,Maurice Pialat 
17358,"Honey, I Shrunk the Kids","Chérie, J'ai réduit les enfants",US,,,,,,1989,4,Comédie fantaisiste,2012-07-16T14:30:00,Joe Johnston 
14902,"Honey, I Blew Up the Kid","Chérie, j'ai gonflé le bébé",US,,,,,,1992,5,Comédie fantaisiste,2012-07-17T14:30:00,Randal Kleiser 
45097,Kit Kittredge - An American Girl,"Aventures de Kit Kittredge, Les",US,CA,,,,,2008,5,Comédie dramatique,2012-07-18T14:30:00,Patricia Rozema 
46016,"Pocketful of Rye, A","Poignée de seigle, Une",GB,,,,,,2009,0,Drame policier,2012-07-19T14:30:00,Charles Palmer 
60744,"Sleeper Under the Hill, The","Dormeur sous la colline, Le",GB,,,,,,2011,0,Drame policier,2012-07-20T14:30:00,Nicholas Laughland 
50304,Temple Grandin,Temple Grandin,US,,,,,,2010,3,Drame biographique,2012-07-20T19:00:00,Mick Jackson 
1148,10 Things I Hate About You,10 Choses que je déteste de toi,US,,,,,,1999,5,Comédie sentimentale,2012-07-21T15:00:00,Gil Junger 
245,"Homme idéal, L'","Homme idéal, L'",CA,QC,,,,,1996,5,Comédie,2012-07-21T20:00:00,George Mihalka 
17017,Three Fugitives,Trois Fugitifs,US,,,,,,1989,4,Comédie,2012-07-22T00:48:00,Francis Veber 
44180,P2,P2,US,,,,,,2006,5,Thriller,2012-07-22T02:40:00,Franck Khalfoun 
58057,"Clocks, The","Pendules, Les",GB,,,,,,2009,0,Drame policier,2012-07-22T15:00:00,Charles Palmer 
40419,Der Untergang,"Chute, La",DE,,,,,,2004,3,Drame historique,2012-07-22T23:45:00,Oliver Hirschbiegel 
46005,"Coeur des hommes 2, Le","Coeur des hommes 2, Le",FR,,,,,,2007,5,Comédie dramatique,2012-07-23T02:22:00,Marc Esposito 
1030,Home Fries,Frites maison,US,,,,,,1998,4,Comédie,2012-07-23T14:30:00,Dean Parisot 
4430,"Island on Bird Street, The","Île de mon enfance, L'",GB,DK,DE,,,,1997,4,Drame,2012-07-24T14:30:00,Soren Kragh-Jacobsen 
14468,"Secret Garden, The","Jardin secret, Le",US,,,,,,1993,4,Conte,2012-07-25T14:30:00,Agnieszka Holland 
50616,Marple: They Do It With Mirrors,Miss Marple: Jeux de glace,GB,,,,,,2009,0,Drame policier,2012-07-26T14:30:00,Andy Wilson 
60860,"Night of the Stag, The","Nuit du cerf, La",GB,,,,,,2011,0,Drame policier,2012-07-27T14:30:00,Simon Langton 
48176,"Education, An","Éducation, Une",GB,,,,,,2009,3,Comédie dramatique,2012-07-27T19:00:00,Lone Scherfig 
47942,Gooby,Gooby,CA,,,,,,2009,0,Comédie fantaisiste,2012-07-28T15:00:00,Wilson Coneybeare 
40511,Saint Ralph,Un Miracle pour Ralph,CA,,,,,,2004,5,Comédie dramatique,2012-07-28T20:00:00,Michael McGowan 
15904,"Hand That Rocks the Cradle, The","Main qui berce l'enfant, La",US,,,,,,1992,5,Thriller,2012-07-29T00:48:00,Curtis Hanson 
18538,"Good Morning, Vietnam",Bonjour Vietnam,US,,,,,,1987,4,Comédie dramatique,2012-07-29T03:08:00,Barry Levinson 
58205,Poirot: Three Act Tragedy,Poirot - Drame en trois actes,GB,,,,,,2010,0,Drame policier,2012-07-29T15:00:00,Ashley Pearce 
39498,La Meglio Gioventu,Nos meilleures années - Acte 1,IT,,,,,,2003,3,Chronique,2012-07-29T23:45:00,Marco Tullio Giordana 
19341,37°2 le matin,37°2 le matin,FR,,,,,,1986,3,Drame de moeurs,2012-07-30T02:43:00,Jean-Jacques Beineix 
44394,Starter for 10,Question à 10,GB,US,,,,,2006,4,Comédie sentimentale,2012-07-30T14:30:00,Tom Vaughan 
39165,Hope Springs,Hope Springs,GB,,,,,,2002,5,Comédie sentimentale,2012-07-31T14:30:00,Mark Herman 
43822,"Groomsmen, The","Garçons d'honneur, Les",US,,,,,,2006,5,Comédie dramatique,2012-08-01T14:30:00,Edward Burns 
45931,Marple Mystery: Murder Is Easy,Miss Marple: Un meurtre est-il facile?,GB,,,,,,2008,0,Drame policier,2012-08-02T14:30:00,Hettie MacDonald 
60909,"Sacred Trust, A","Foi sacrée, Une",GB,,,,,,2011,0,Drame policier,2012-08-03T14:30:00,Renny Rye 
47890,Surrogates,Clones,US,,,,,,2009,4,Drame policier,2012-08-03T19:00:00,Jonathan Mostow 
46003,Coraline,Coraline,US,,,,,,2008,3,Film d'animation,2012-08-04T15:00:00,Henry Selick 
59182,Planète Yoga,Planète Yoga,CA,QC,,,,,2011,5,Documentaire,2012-08-04T18:30:00,Carlos Ferrand 
48184,Cooking With Stella,"Cuisine de Stella, La",CA,,,,,,2009,5,Comédie dramatique,2012-08-04T20:00:00,Dilip Mehta 
42489,Seres Queridos,Tellement proches,ES,,,,,,2004,4,Comédie,2012-08-05T01:06:00,"Teresa De Pelegri, Dominic Harari "
44850,"Visitor, The",De Passage,US,,,,,,2007,3,Comédie dramatique,2012-08-05T03:01:00,Tom McCarthy 
53514,Murder on the Orient Express,Poirot - Le crime de l'Orient Express,GB,,,,,,2010,0,Drame policier,2012-08-05T15:00:00,Philip Martin 
39498,La Meglio Gioventu,Nos meilleures années - Acte 1,IT,,,,,,2003,3,Chronique,2012-08-05T23:45:00,Marco Tullio Giordana 
18135,Dangerous Liaisons,"Liaisons dangereuses, Les",US,,,,,,1988,2,Drame de moeurs,2012-08-06T02:44:00,Stephen Frears 
2957,About Adam,À propos d'Adam,GB,,,,,,2000,4,Comédie de moeurs,2012-08-06T14:30:00,Gerad Stembridge 
42686,Alex Rider - Operation Stormbreaker,Stormbreaker - Les Aventures d'Alex Rider,GB,US,DE,,,,2006,5,Drame d'espionnage,2012-08-07T14:30:00,Geoffrey Sax 
16814,Dick Tracy,Dick Tracy,US,,,,,,1990,4,Comédie policière,2012-08-08T14:30:00,Warren Beatty 
51625,Marple: Why Didn't They Ask Evans?,Miss Marple: Pourquoi pas Evans?,GB,,,,,,2009,0,Drame policier,2012-08-09T14:30:00,Nicholas Renton 
18035,Beaches,Entre deux plages,US,,,,,,1988,5,Mélodrame,2012-08-12T00:57:00,Garry Marshall 
1206,"Ideal Husband, An","Mari idéal, Un",GB,,,,,,1999,4,Comédie de moeurs,2012-08-12T03:21:00,Oliver Parker 
50051,"Girl in the Park, The","Fille dans le parc, La",US,,,,,,2007,4,Drame psychologique,2012-08-12T23:45:00,David Auburn 
41539,Various Positions,Multiples positions,CA,,,,,,2002,5,Comédie dramatique,2012-08-13T01:37:00,Ori Kowarsky 
36696,Good Advice,Courrier du coeur,US,,,,,,2001,5,Comédie sentimentale,2012-08-13T14:30:00,Steve Rash 
42218,On a Clear Day,"Belle Journée, Une",GB,,,,,,2004,4,Comédie dramatique,2012-08-14T14:30:00,Gaby Dellal 
50685,Clem,Clem,FR,BE,,,,,2010,4,Comédie dramatique,2012-08-15T14:30:00,Joyce Bunuel 
53154,Marple: The Blue Geranium,Miss Marple: Le géranium bleu,GB,,,,,,2010,0,Drame policier,2012-08-16T14:30:00,Dave Moore 
60979,"Rare Bird, A","Oiseau rare, Un",GB,,,,,,2011,0,Drame policier,2012-08-17T14:30:00,Nicholas Laughland 
49252,Extraordinary Measures,Mesures extraordinaires,US,,,,,,2010,5,Drame,2012-08-17T19:00:00,Tom Vaughan 
39353,Raising Helen,Tante Helen,US,,,,,,2004,5,Comédie dramatique,2012-08-18T14:00:00,Garry Marshall 
42024,"Dimanche à Kigali, Un","Dimanche à Kigali, Un",CA,QC,,,,,2006,4,Drame sentimental,2012-08-18T19:30:00,Robert Favreau 
41211,"Poupées russes, Les","Poupées russes, Les",FR,GB,,,,,2005,4,Comédie sentimentale,2012-08-19T00:50:00,Cédric Klapisch 
37164,Far From Heaven,Loin du Paradis,US,,,,,,2002,2,Drame de moeurs,2012-08-19T03:24:00,Todd Haynes 
60805,On ne mourra pas d'en parler,On ne mourra pas d'en parler,CA,QC,,,,,2010,4,Documentaire,2012-08-19T23:40:00,Violette Daneau 
39794,Ladder 49,Échelle 49,US,,,,,,2004,5,Drame,2012-08-20T01:12:00,Jay Russell 
22265,Herbie Goes Bananas,"Coccinelle à Mexico, La",US,,,,,,1980,5,Comédie fantaisiste,2012-08-20T14:30:00,Vincent McEveety 
42642,"Doublure, La","Doublure, La",FR,,,,,,2006,5,Comédie,2012-08-21T14:30:00,Francis Veber 
41658,Mrs. Henderson Presents,Madame Henderson présente,GB,,,,,,2005,4,Comédie dramatique,2012-08-22T14:30:00,Stephen Frears 
51888,Marple: The Mirror Crack'd from Side to Side,Miss Marple: Le miroir se brisa,GB,,,,,,2010,0,Drame policier,2012-08-23T14:30:00,Tom Shankland 
57295,"Larmes de Pasquin, Les","Larmes de Pasquin, Les",FR,,,,,,2010,0,Drame policier,2012-08-24T14:30:00,Marc Rivière 
44329,"Great Debaters, The","Grand Débat, Le",US,,,,,,2007,4,Drame historique,2012-08-24T19:00:00,Denzel Washington 
45650,High School Musical 3: Senior Year,High School Musical 3 - La Dernière année,US,,,,,,2008,6,Comédie musicale,2012-08-25T14:00:00,Kenny Ortega 
43363,À vos marques... Party!,À vos marques... Party!,CA,QC,,,,,2007,5,Comédie dramatique,2012-08-25T19:30:00,Frédérik D'Amours 
40905,Dark Water,Eau trouble,US,,,,,,2005,4,Drame fantastique,2012-08-26T02:50:00,Walter Salles 
50770,Pax Americana and the Weaponization of Space,Pax Americana,CA,,,,,,2009,5,Documentaire,2012-08-26T14:00:00,Denis Delestrac 
47447,Poirot: Cat Among the Pigeons,Poirot - Le Chat et les pigeons,GB,,,,,,2008,0,Drame policier,2012-08-26T15:00:00,James Kent 
40294,"Assassination of Richard Nixon, The","Assassinat de Richard Nixon, L'",US,,,,,,2004,4,Drame psychologique,2012-08-26T23:40:00,Niels Mueller 
1711,Traffic,Trafic,US,,,,,,2000,3,Drame,2012-08-27T01:18:00,Steven Soderbergh 
12752,Herbie Rides Again,"Nouvel Amour de coccinelle, Le",US,,,,,,1974,5,Comédie fantaisiste,2012-08-27T14:30:00,Robert Stevenson 
49813,Opal Dream,"Secret de Kelly-Anne, Le",AU,GB,,,,,2006,4,Comédie dramatique,2012-08-28T14:30:00,Peter Cattaneo 
44645,I Could Never Be Your Woman,Jamais ensemble,US,,,,,,2008,5,Comédie sentimentale,2012-08-29T14:30:00,Amy Heckerling 
52968,Marple: The Secret of Chimneys,Miss Marple: Le secret de Chimneys,GB,,,,,,2010,0,Drame policier,2012-08-30T14:30:00,John Strickland 
46382,"Dernier Coup de Jarnac, Le","Dernier Coup de Jarnac, Le",FR,BE,,,,,2011,5,Drame policier,2012-08-31T14:30:00,Marc Rivière 
45793,Milk,Milk,US,,,,,,2008,3,Drame biographique,2012-08-31T19:00:00,Gus Van Sant 
41221,"Greatest Game Ever Played, The","Parcours de légende, Un",US,,,,,,2005,4,Drame sportif,2012-09-01T14:00:00,Bill Paxton 
47214,À vos marques... Party! 2,À vos marques... Party! 2,CA,QC,,,,,2009,6,Comédie sentimentale,2012-09-01T19:30:00,Frédérik D'Amours 
18842,Ruthless People,Y a-t-il quelqu'un pour tuer ma femme?,US,,,,,,1986,4,Comédie policière,2012-09-02T00:50:00,"David Zucker, Jim Abrahams, Jerry Zucker "
43707,Sicko,Malade,US,,,,,,2007,4,Documentaire,2012-09-02T02:55:00,Michael Moore 
43223,Indigènes,Indigènes,FR,MA,DZ,BE,,,2006,3,Drame de guerre,2012-09-02T23:40:00,Rachid Bouchareb 
41099,"Brothers Grimm, The","Frères Grimm, Les",GB,,,,,,2005,4,Conte,2012-09-03T01:45:00,Terry Gilliam 
50156,Letters to Juliet,Lettres à Juliette,US,,,,,,2010,5,Comédie sentimentale,2012-09-06T20:00:00,Gary Winick 
60541,"Robe de Margaux, La","Robe de Margaux, La",FR,,,,,,2011,0,Drame policier,2012-09-07T14:00:00,Marc Rivière 
48521,Coco avant Chanel,Coco avant Chanel,FR,,,,,,2009,4,Drame biographique,2012-09-07T19:00:00,Anne Fontaine 
47592,"Hurt Locker, The",Démineur,US,,,,,,2008,3,Drame de guerre,2012-09-08T19:30:00,Kathryn Bigelow 
55611,"Yves Saint Laurent - Pierre Bergé, l'amour fou","Amour fou, L'",FR,,,,,,2010,3,Documentaire,2012-09-09T01:28:00,Pierre Thoretton 
48914,Harry Brown,Harry Brown,GB,,,,,,2009,4,Drame de moeurs,2012-09-09T03:29:00,Daniel Barber 
39683,Sad Cypress,Je ne suis pas coupable,GB,,,,,,2002,0,Drame policier,2012-09-09T15:00:00,Dave Moore 
47451,Moon,Moon,GB,,,,,,2009,4,Science-fiction,2012-09-09T23:40:00,Duncan Jones 
51640,Beneath Hill 60,"Commandos de l'ombre, Les",AU,,,,,,2010,5,Drame de guerre,2012-09-10T01:19:00,Jeremy Hartley Sims 
50298,"Ghost Writer, The","Écrivain fantôme, L'",FR,DE,GB,,,,2010,3,Thriller,2012-09-15T19:30:00,Roman Polanski 
42536,Invincible,Invincible,US,,,,,,2006,4,Drame sportif,2012-09-16T01:17:00,Ericson Core 
41902,"Libertine, The","Rochester, le dernier des libertins",GB,,,,,,2005,5,Drame historique,2012-09-16T03:17:00,Laurence Dunmore 
1385,"Talented Mr. Ripley, The","Énigmatique Monsieur Ripley, L'",US,,,,,,1999,3,Drame policier,2012-09-16T23:40:00,Anthony Minghella 
46645,Sunshine Cleaning,Nettoyage Sunshine,US,,,,,,2008,4,Comédie dramatique,2012-09-17T02:01:00,Christine Jeffs 
26394,2001: A Space Odyssey,2001: L'Odyssée de l'espace,GB,,,,,,1968,1,Science-fiction,2012-09-23T01:35:00,Stanley Kubrick 
48303,Skate or Die,Skate or Die,FR,,,,,,2007,5,Drame,2012-09-23T04:20:00,Miguel Courtois 
56703,Chercher le courant,Chercher le courant,CA,QC,,,,,2010,4,Documentaire,2012-09-23T15:00:00,"Nicolas Boisclair, Alexis De Gheldere "
1211,Buena Vista Social Club,Buena Vista Social Club,DE,US,CU,,,,1999,4,Documentaire,2012-09-23T23:25:00,Wim Wenders 
13141,Serpico,Serpico,US,,,,,,1973,3,Drame policier,2012-09-24T01:08:00,Sidney Lumet 
43311,Amazing Grace,"Grâce du ciel, La",GB,,,,,,2006,4,Drame biographique,2012-09-30T01:33:00,Michael Apted 
40808,It's All Gone Pete Tong,"Quel délire, Pete Tong",GB,CA,,,,,2004,4,Comédie de moeurs,2012-09-30T04:00:00,Michael Dowse 
43259,Wild Hogs,"Fous de la moto, Les",US,,,,,,2007,5,Comédie,2012-09-30T15:00:00,Walt Becker 
22396,Diva,Diva,FR,,,,,,1980,3,Thriller,2012-09-30T23:20:00,Jean-Jacques Beineix 
62497,Hawking,Hawking,GB,,,,,,2004,0,Drame biographique,2012-10-01T01:14:00,Philip Martin 
38400,Lost in Translation,Traduction infidèle,US,,,,,,2003,3,Comédie sentimentale,2012-10-07T01:27:00,Sofia Coppola 
44487,In Bruges,Bienvenue à Bruges,GB,BE,,,,,2008,4,Comédie dramatique,2012-10-07T23:20:00,Martin McDonagh 
48518,Everybody's Fine,Tout va bien,US,,,,,,2009,4,Comédie dramatique,2012-10-08T01:09:00,Kirk Jones 
47636,Ne te retourne pas,Ne te retourne pas,FR,LU,BE,IT,,,2009,4,Drame psychologique,2012-10-14T01:28:00,Marina de Van 
45306,"Deal, The",Entente et mésentente,US,,,,,,2008,5,Comédie satirique,2012-10-14T03:48:00,Steven Schachter 
45234,Journey to the Center of the Earth,Voyage au centre de la Terre,US,,,,,,2007,5,Science-fiction,2012-10-14T15:00:00,Eric Brevig 
42702,"Prestige, The","Prestige, Le",US,,,,,,2006,3,Drame fantastique,2012-10-14T23:20:00,Christopher Nolan 
40751,Ladies in Lavender,Parfum de lavande,GB,,,,,,2004,4,Comédie dramatique,2012-10-15T01:32:00,Charles Dance 
47761,"Imaginarium of Doctor Parnassus, The","Imaginarium du Docteur Parnassus, L'",GB,CA,,,,,2009,3,Comédie fantaisiste,2012-10-21T01:24:00,Terry Gilliam 
50514,"Runaways, The","Runaways, The",US,,,,,,2010,4,Drame musical,2012-10-21T03:56:00,Floria Sigismondi 
46032,Confessions of a Shopaholic,Confessions d'une accro du shopping,US,,,,,,2009,6,Comédie,2012-10-21T15:00:00,P.J. Hogan 
56345,"Coeur d'Auschwitz, Le","Coeur d'Auschwitz, Le",CA,QC,,,,,2010,4,Documentaire,2012-10-21T23:20:00,Carl Leblanc 
